,smiles
BRD-K43644456,CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1
BRD-K28907958,OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2
BRD-K67298865,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1
BRD-K83834509,COc1cc(Br)c(Nc2nc(cs2)-c2c(C)nc3ncccn23)c(Br)c1
BRD-K06234293,c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1
BRD-K38860038,CCOc1ccc(Nc2nc(cs2)-c2c(C)nc3ccccn23)cc1
BRD-K00312224,CCCc1c(nn(c1-c1ccc(O)cc1)-c1ccc(O)cc1)-c1ccc(O)cc1
BRD-K13087974,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12
BRD-K67537649,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12
BRD-K78086729,O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1
BRD-K68174511,Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1
BRD-K47598052,Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C
BRD-K43905307,COc1ccc(Br)cc1S(=O)(=O)NC(=O)\C=C\c1ccccc1Cc1ccc2ccccc2c1
BRD-K42436189,C[C@@H]1COCCN1c1cc(nc(n1)-c1cccc2[nH]ccc12)C1(CC1)S(C)(=O)=O
BRD-A45498368,CNC(=O)Nc1ccc(cc1)-c1nc(N2CC3CCC(C2)O3)c2cnn(C3CCC4(CC3)OCCO4)c2n1
BRD-K07442505,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1
BRD-K98521173,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
BRD-K67536197,OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O
BRD-K39171998,Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1
BRD-K49071277,O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31
BRD-K26253904,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(cc1)S(C)(=O)=O
BRD-K55305701,Fc1ccc2c(c1)nc(NNC(=O)c1cnccn1)c1cccn21
BRD-K13302470,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC
BRD-A55484088,Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1
BRD-K07487750,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC
BRD-A63546914,COc1cc2CCN(C)C(CCc3ccc(Cl)cc3)c2cc1O
BRD-K49027941,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1ccc(cc1)S(O)(=O)=O
BRD-K16189898,Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl
BRD-K79555887,ClC1=C(N2CCOCC2)C(=O)N(C1=O)c1ccc(Cl)c(Cl)c1
BRD-K70159787,FC(F)(F)c1cccc(c1)\C=C1\SC(=O)NC1=O
BRD-K09877029,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(cc2OC)N2CCOCC2)ncc1C(F)(F)F
BRD-K13566078,Cc1cnc2c(NCCN)nc3ccc(C)cc3n12
BRD-K78318619,Cc1ccc(cc1)-c1c(cnn1C)-c1nn(C)c2ncnc(N3CC[C@@H](C3)N3CCCCC3)c12
BRD-K15025317,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N
BRD-K61936403,C[C@H](NC(=O)c1sccc1OCc1ccc(Cl)cc1)c1ccccc1
BRD-K24715592,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
BRD-K45662124,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1
BRD-K63784565,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O
BRD-K21025364,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl
BRD-K60230970,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O
BRD-K80725821,CC(C)n1cnc2c(cc(Cl)cc12)C(=O)N[C@H]1CN2CCC1CC2
BRD-K28578425,CN(C1CCCCC1)C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1
BRD-K08893438,Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O
BRD-K11590034,Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O
BRD-K67578145,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1
BRD-K61097567,COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccccc1
BRD-K95785537,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12
BRD-K29542628,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc12
BRD-K30519779,OC(=O)Cc1cccnc1C(O)=O
BRD-K44993696,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1
BRD-K85872723,OC(=O)c1cc(O)c2ccccc2n1
BRD-K42205652,[O-][N+](=O)\C=C\c1ccc2OCOc2c1
BRD-K38904395,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(nc12)C#C[C@@](C)(O)COC
BRD-K18163608,CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC
BRD-K95292280,COc1cc(Br)c(cc1OC)S(=O)(=O)Nc1ccc(Cl)c(O[C@@H]2CCN(C)C2)c1
BRD-K45551181,Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1
BRD-A43885598,CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O
BRD-K13169950,Oc1ccc([N+][O-])c2cccnc12
BRD-K50140147,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
BRD-K25596805,CO[C@H]1CC[C@H](CC1)C(=O)c1ccc2nc3OCCCc3cc2c1
BRD-A67748489,CC(=O)NC1=NN(C(C)=O)C(C)(S1)c1ccccc1
BRD-K68202742,C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
BRD-K70821460,Cc1nc[nH]c1CCN
BRD-K04833372,CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O
BRD-K95435023,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
BRD-K73073971,CC(C)(C)c1ccc(cc1)-c1nc2ccccc2[nH]1
BRD-K63932022,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc12
BRD-K30431096,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
BRD-K81225797,Nc1nc2n(CCc3ccccc3)ncc2c2nc(nn12)-c1ccco1
BRD-K06749501,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12
BRD-K96259238,Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCC(CC2)N2CCOCC2)c(c1)C#N
BRD-K02241333,Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1
BRD-K36889451,CN(C)C(=S)SC(=S)N(C)C
BRD-K70402238,CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1
BRD-K78177893,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1
BRD-K77245796,NCCCC(O)=O
BRD-K36739687,CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12
BRD-A83650191,CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1
BRD-K97764662,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
BRD-K73293050,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1
BRD-K11636097,Nc1nc(Nc2ccc(cc2)S(N)(=O)=O)nn1C(=O)c1c(F)cccc1F
BRD-K33610132,COc1cc(ccc1Nc1ncc(c(Nc2cccc(NC(=O)C=C)c2)n1)C(F)(F)F)N1CCN(CC1)C(C)=O
BRD-K65814004,[I+]1c2ccccc2-c2ccccc12
BRD-K72726508,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
BRD-K77943374,Cn1cc(cn1)-c1ccc2ncc(Cc3ccc4ncccc4c3)n2n1
BRD-K51575138,NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1
BRD-K79930101,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
BRD-K61314889,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C[C@@H](C=C3)[C@H]2C1=O
BRD-K54606188,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1
BRD-A81370665,CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12
BRD-K39381259,CC(C)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
BRD-K97714174,CC(=O)c1cc(c(Sc2ccc(F)cc2F)s1)[N+]([O-])=O
BRD-A95121829,C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O
BRD-K47337578,Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1
BRD-K39841531,CN1CCN(CC1)c1ccc(Nc2ncc(C)c(Nc3cccc(c3)S(=O)(=O)NC(C)(C)C)n2)cc1
BRD-K43449605,Clc1ccc(Cn2cc(C=O)c3ccccc23)cc1
BRD-K26305185,SCCCC(=O)NC1CCN(CC1)C(=O)COc1ccc(Cl)cc1Cl
BRD-K16338837,Cc1cc(on1)C(=CNc1ccc(Cl)cc1)C(=O)Nc1ccc(Cl)cc1
BRD-K81548480,C\C(=N/NC(=O)[C@H]1[C@@H](CNC1=O)c1ccccc1)c1cccc(Br)c1
BRD-K34533029,Oc1ccc(cc1O)\C=C(/C#N)C(=O)Nc1ccccc1
BRD-K68336408,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
BRD-K60184833,NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N
BRD-K70177501,Cc1ccc(c(C)c1)-c1csc(NC(=O)c2ccccc2)n1
BRD-K26818574,COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N1CCCN(C)CC1
BRD-A27883417,CCCCC(CC)C\N=C(/N)N\C(N)=N\CCCCCC\N=C(/N)N\C(N)=N\CC(CC)CCCC
BRD-K76406695,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12
BRD-A06352508,O=C1NC(=O)c2c1c1c3ccccc3n3C4CCC(O4)n4c5ccccc5c2c4c13
BRD-A08840375,O=C1c2ccccc2C(NC2CCCCC2)\C1=C/c1ccccc1
BRD-K88677950,Cc1cc(I)ccc1Nc1c(F)c(F)c(F)cc1C(=O)NOCC1CC1
BRD-K49313711,OC[C@H](O)[C@H](O)[C@H](O)CO
BRD-K81197548,Cc1ccc(cc1)\C=C1/CNC\C(C1=O)=C/c1ccc(C)cc1
BRD-K85920262,C(N1CCC(CC1)n1ncc2c(nc(nc12)-c1ccc2[nH]ccc2c1)N1CCOCC1)c1cccnc1
BRD-K19669037,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12
BRD-A28329383,CC(N)(C(O)=O)c1ccc(cc1)-c1nnn[nH]1
BRD-A25569250,CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl
BRD-K94176593,Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1
BRD-K68567222,CC1(C)C2C(=NC1=O)c1ccccc1C(=O)C2=O
BRD-K49669041,Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1
BRD-A81541225,CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C
BRD-K20755323,Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1
BRD-K76973696,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
BRD-K81728688,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Sc3cccc(NC(=O)C=C)c3)n2)cc1
BRD-K82091397,COc1nccc(n1)-c1c(ncn1[C@H]1CC[C@H](O)CC1)-c1ccc(F)cc1
BRD-K43471985,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n-21)c1ccc(Cl)cc1
BRD-K95523387,CCCCCCCC\C=C/CCCCCCCC(=O)NCCc1ccc(O)c(O)c1
BRD-K06854232,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O
BRD-K31491153,NC(=N)NC(=N)Nc1ccccc1
BRD-K98548675,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
BRD-K50018155,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1
BRD-K16803204,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
BRD-K67173685,OC(=O)c1ccc(cc1)N1C(=O)C(\C=C1c1ccccc1)=C\c1ccc(o1)-c1ccc(cc1)[N+]([O-])=O
BRD-K85140930,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO
BRD-K86687746,ONC(=O)c1cnc(nc1)N1CCN(CC1)S(=O)(=O)c1ccc2ccccc2c1
BRD-K45293975,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4[C@H](O)NC(=O)c4c4c5ccccc5n2c4c13
BRD-K03390685,OC1(CN(C1)C(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[C@@H]1CCCCN1
BRD-K20958582,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+]([O-])=O
BRD-K86118762,C[C@@]1(O)C[C@@H](C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12
BRD-A27376179,C[C@]12OC(C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13
BRD-A92872453,CC(=O)NC1[C@@H](O)OC(CO)[C@@H](O)[C@H]1O
BRD-K73197500,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@@H](CC3)OC(=O)CN)c2)C(F)(F)F)C(=O)C1
BRD-K24603946,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C
BRD-K28352084,CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1
BRD-K54187111,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]12C
BRD-K28383148,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc(c2)[C@@H](CCc2ccc(OC)c(OC)c2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)c2cc(OC)c(OC)c(OC)c2)c1)c1cc(OC)c(OC)c(OC)c1
BRD-A10039652,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1
BRD-K08547377,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12
BRD-K45401373,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
BRD-K59983611,Nc1ccc(cc1)S(=O)(=O)NC(=O)c1ccccc1
BRD-K61323504,Oc1cc(ccc1NC(=O)Nc1ccccc1Br)[N+]([O-])=O
BRD-A25004090,CCOc1ccccc1-n1c(=O)c2ccccc2nc1C(C)N1CCN(CC1)C(=O)COc1ccc(Cl)cc1
BRD-K61250484,Cc1ccc(Cl)cc1N(CC(=O)Nc1c(F)cccc1F)S(C)(=O)=O
BRD-K44084986,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1
BRD-K38868394,CN1[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NCc5nc6cccnc6[nH]5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C=C(F)C1=O
BRD-K42981054,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(cc1)-c1ccc(CCNS(C)(=O)=O)cc1
BRD-K55187425,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1
BRD-K85402309,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
BRD-K68408467,Nc1ccc2cc3ccc(N)cc3nc2c1
BRD-K87512222,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@@H](C(C)C)\C=C(/C)C(O)=O)C(C)(C)C)C(C)(C)c1ccccc1
BRD-K43002771,COc1ccc(CCN(C)CCCOc2ccc(cc2)S(=O)(=O)c2c(C(C)C)c3ccccc3n2C)cc1OC
BRD-K07972848,COc1ncc(cc1NS(=O)(=O)c1ccc(F)cc1F)-c1ccc2nccc(-c3ccnnc3)c2c1
BRD-K44590731,CCOC(=O)c1ccccc1OC(=O)CCCCCCCC(=O)Oc1ccccc1C(=O)OCC
BRD-K90574421,O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12
BRD-A36331462,COC[C@H](NC(=O)[C@H](COC)NC(=O)c1cnc(C)s1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C1(C)CO1
BRD-K15519488,C1CCN(CC1)C1(CCCCC1)c1cc2ccccc2s1
BRD-K05104363,Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F
BRD-K36529613,CC(C)NCCCn1c(Sc2cc3OCOc3cc2I)nc2c(N)ncnc12
BRD-K85014146,COC1CCN(CC1)C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F
BRD-K66097663,Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1
BRD-K62391742,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
BRD-K19085898,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c2CCCc2c(=O)nc1SCc1ccc(F)cc1
BRD-K23190681,CN1CCN(CC1)C(C)(C)C#Cc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C
BRD-K84564571,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
BRD-A28467416,O=C(Nc1ccncc1)Nc1ccc(cc1)-c1nc(nc(n1)N1CCOCC1)N1C2CCC1COC2
BRD-K02898090,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H]2NC(=O)C(=O)N12
BRD-K26603252,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC
BRD-K05444225,O=c1[nH][nH]c2nc(CN3Cc4ccccc4C3)nc3cccc1c23
BRD-A68969091,CSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c1cnc2ccccc2n1)NC(=O)c1cnc2ccccc2n1
BRD-A18696154,C1CN=C(N1)C1COc2ccccc2O1
BRD-K81613478,OC[C@@H]1O[C@@H](Oc2ccc(CO)cc2)[C@H](O)[C@@H](O)[C@@H]1O
BRD-K36788280,CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n1C1CCCC1
BRD-K21670884,CC(C)c1ccc(cc1S(C)(=O)=O)C(=O)N=C(N)N
BRD-K80343549,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12
BRD-K42497885,CC(=O)O[Pt](N)(Cl)(Cl)(NC1CCCCC1)OC(C)=O
BRD-K98384930,OC(=O)c1cn(C2CC2)c2c(C#N)c(N3C[C@@H]4NCCO[C@H]4C3)c(F)cc2c1=O
BRD-K50853363,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
BRD-K87700323,CCCCCCCCCCCCCCCC[n+]1ccccc1
BRD-K97464279,COc1ccc(Cc2cnc(N)nc2N)cc1OC
BRD-K22025381,CCN(CC)CCO[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1
BRD-K42495768,Clc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)s2)c(Cl)c1
BRD-K64881305,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1
BRD-K01295354,O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1
BRD-K38350380,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1
BRD-K41859756,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
BRD-K93123848,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12
BRD-K21728777,Cc1csc(c1)-c1nnc(Nc2ccc(Oc3ncccc3-c3ccnc(N)n3)cc2)c2ccccc12
BRD-K22520627,CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1
BRD-K53720352,CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C2CCC2)c1)C(O)=O
BRD-K37561857,COc1cc(ccc1OC(F)F)-c1ccc(=O)[nH]n1
BRD-K62627508,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1F)C(O)=O
BRD-K31309378,CNC(=O)c1cccc2cc(ccc12)Oc1ccnc2cc(OCC3(N)CC3)c(OC)cc12
BRD-K56957086,OCCN(CCc1c[nH]c2ccccc12)Cc1ccc(\C=C\C(=O)NO)cc1
BRD-K36467523,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(O)=O
BRD-K33379087,O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23
BRD-K29415052,COc1ccc(cn1)-c1ccc2ncc3n(C)c(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1
BRD-K90497590,NCC(=O)Nc1ccc(cc1)-n1nc(cc1-c1ccc2c(ccc3ccccc23)c1)C(F)(F)F
BRD-K17203476,C[C@@H](Oc1ccc2[nH]nc(\C=C\c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl
BRD-K08248804,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1
BRD-K08859203,N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(O)=O
BRD-K13810148,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1
BRD-K20722021,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC
BRD-K11244467,NC(=N)N=Nc1ccc(NNC(S)=N)cc1
BRD-K09372874,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
BRD-A07986123,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CC=C2n1cnc2ccccc12
BRD-K79633074,CN1CCC\C1=N\C(=O)Nc1c(C)cccc1C
BRD-K82850175,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1
BRD-K09426783,CN(C)CCNc1nc2cc(O)ccc2c2-c3ccccc3C(=O)c12
BRD-K08109215,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12
BRD-K32572029,OC(=O)c1cc(=O)[nH]c(=O)[nH]1
BRD-K89014967,OC[C@@H](O)CNC(=O)c1ccncc1Nc1ccc(I)cc1F
BRD-K42191735,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
BRD-A66419424,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(O)=O)(O1)C(O)=O
BRD-K82244583,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO
BRD-K89015388,CC(C)Oc1ccc(cc1Cl)C(=O)N[C@H](CNC(=O)CN(C)C)Cc1ccc(cc1)-c1cn2cccc([C@H](C)O)c2n1
BRD-K36740062,CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1
BRD-K11663430,ONC(=O)CCCCCCC(=O)Nc1cccnc1
BRD-K84163249,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
BRD-K45875383,CCN(Cc1ccccc1)C(=O)Cn1c2nc(ncc2n(C)c1=O)-c1ccccc1
